Type;Registry Designator;Item Designator;Ver;Reference Name;Description;Standard(s);;Deprecated
Nrm;Normative;Normative;Nrm;Normative;Normative;Normative;Notes;Nrm
Node or Leaf;Note: Byte 8 is the version number of the registry at the point of Label registration;;;;;(where applicable);;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.40.05;02;MXF-GC CustomFixedAudioSize-wrapped MPEG-PES AudioStream-0 SID;Identifier for MXF-GC, CustomFixedAudioSize-wrapped MPEG-PES with AudioStream-0 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.40.06;02;MXF-GC CustomSplice MPEG-PES AudioStream-0 SID;Identifier for MXF-GC, CustomSplice MPEG-PES with AudioStream-0 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.40.07;02;MXF-GC CustomClosedGOP-wrapped MPEG-PES AudioStream-0 SID;Identifier for MXF-GC, CustomClosedGOP-wrapped MPEG-PES with AudioStream-0 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.40.08;02;MXF-GC CustomSlave-wrapped MPEG-PES AudioStream-0 SID;Identifier for MXF-GC, CustomSlave-wrapped MPEG-PES with AudioStream-0 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.40.7F;02;MXF-GC CustomUnconstrained-wrapped MPEG-PES AudioStream-0 SID;Identifier for MXF-GC, CustomUnconstrained-wrapped MPEG-PES with AudioStream-0 SID value;SMPTE ST 381;;
Node;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.41.00;02;MXF-GC MPEG PES AudioStream-1 SID;Identifiers for MXF mappings of MPEG PES with a AudioStream-1 SID value as defined in ISO/IEC 13818-1 (MPEG-2 Systems);;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.41.01;02;MXF-GC Frame-wrapped MPEG-PES AudioStream-1 SID;Identifier for MXF-GC, Frame-wrapped MPEG-PES with AudioStream-1 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.41.02;02;MXF-GC Clip-wrapped MPEG-PES AudioStream-1 SID;Identifier for MXF-GC, Clip-wrapped MPEG-PES with AudioStream-1 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.41.03;02;MXF-GC CustomStripe-wrapped MPEG-PES AudioStream-1 SID;Identifier for MXF-GC, CustomStripe-wrapped MPEG-PES with AudioStream-1 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.41.04;02;MXF-GC CustomPES-wrapped MPEG-PES AudioStream-1 SID;Identifier for MXF-GC, CustomPES-wrapped MPEG-PES with AudioStream-1 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.41.05;02;MXF-GC CustomFixedAudioSize-wrapped MPEG-PES AudioStream-1 SID;Identifier for MXF-GC, CustomFixedAudioSize-wrapped MPEG-PES with AudioStream-1 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.41.06;02;MXF-GC CustomSplice MPEG-PES AudioStream-1 SID;Identifier for MXF-GC, CustomSplice MPEG-PES with AudioStream-1 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.41.07;02;MXF-GC CustomClosedGOP-wrapped MPEG-PES AudioStream-1 SID;Identifier for MXF-GC, CustomClosedGOP-wrapped MPEG-PES with AudioStream-1 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.41.08;02;MXF-GC CustomSlave-wrapped MPEG-PES AudioStream-1 SID;Identifier for MXF-GC, CustomSlave-wrapped MPEG-PES with AudioStream-1 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.41.7F;02;MXF-GC CustomUnconstrained-wrapped MPEG-PES AudioStream-1 SID;Identifier for MXF-GC, CustomUnconstrained-wrapped MPEG-PES with AudioStream-1 SID value;SMPTE ST 381;;
Node;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.42.00;02;MXF-GC MPEG PES AudioStream-2 SID;Identifiers for MXF mappings of MPEG PES with a AudioStream-2 SID value as defined in ISO/IEC 13818-1 (MPEG-2 Systems);;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.42.01;02;MXF-GC Frame-wrapped MPEG-PES AudioStream-2 SID;Identifier for MXF-GC, Frame-wrapped MPEG-PES with AudioStream-2 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.42.02;02;MXF-GC Clip-wrapped MPEG-PES AudioStream-2 SID;Identifier for MXF-GC, Clip-wrapped MPEG-PES with AudioStream-2 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.42.03;02;MXF-GC CustomStripe-wrapped MPEG-PES AudioStream-2 SID;Identifier for MXF-GC, CustomStripe-wrapped MPEG-PES with AudioStream-2 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.42.04;02;MXF-GC CustomPES-wrapped MPEG-PES AudioStream-2 SID;Identifier for MXF-GC, CustomPES-wrapped MPEG-PES with AudioStream-2 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.42.05;02;MXF-GC CustomFixedAudioSize-wrapped MPEG-PES AudioStream-2 SID;Identifier for MXF-GC, CustomFixedAudioSize-wrapped MPEG-PES with AudioStream-2 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.42.06;02;MXF-GC CustomSplice MPEG-PES AudioStream-2 SID;Identifier for MXF-GC, CustomSplice MPEG-PES with AudioStream-2 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.42.07;02;MXF-GC CustomClosedGOP-wrapped MPEG-PES AudioStream-2 SID;Identifier for MXF-GC, CustomClosedGOP-wrapped MPEG-PES with AudioStream-2 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.42.08;02;MXF-GC CustomSlave-wrapped MPEG-PES AudioStream-2 SID;Identifier for MXF-GC, CustomSlave-wrapped MPEG-PES with AudioStream-2 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.42.7F;02;MXF-GC CustomUnconstrained-wrapped MPEG-PES AudioStream-2 SID;Identifier for MXF-GC, CustomUnconstrained-wrapped MPEG-PES with AudioStream-2 SID value;SMPTE ST 381;;
Node;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.43.00;02;MXF-GC MPEG PES AudioStream-3 SID;Identifiers for MXF mappings of MPEG PES with a AudioStream-3 SID value as defined in ISO/IEC 13818-1 (MPEG-2 Systems);;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.43.01;02;MXF-GC Frame-wrapped MPEG-PES AudioStream-3 SID;Identifier for MXF-GC, Frame-wrapped MPEG-PES with AudioStream-3 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.43.02;02;MXF-GC Clip-wrapped MPEG-PES AudioStream-3 SID;Identifier for MXF-GC, Clip-wrapped MPEG-PES with AudioStream-3 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.43.03;02;MXF-GC CustomStripe-wrapped MPEG-PES AudioStream-3 SID;Identifier for MXF-GC, CustomStripe-wrapped MPEG-PES with AudioStream-3 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.43.04;02;MXF-GC CustomPES-wrapped MPEG-PES AudioStream-3 SID;Identifier for MXF-GC, CustomPES-wrapped MPEG-PES with AudioStream-3 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.43.05;02;MXF-GC CustomFixedAudioSize-wrapped MPEG-PES AudioStream-3 SID;Identifier for MXF-GC, CustomFixedAudioSize-wrapped MPEG-PES with AudioStream-3 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.43.06;02;MXF-GC CustomSplice MPEG-PES AudioStream-3 SID;Identifier for MXF-GC, CustomSplice MPEG-PES with AudioStream-3 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.43.07;02;MXF-GC CustomClosedGOP-wrapped MPEG-PES AudioStream-3 SID;Identifier for MXF-GC, CustomClosedGOP-wrapped MPEG-PES with AudioStream-3 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.43.08;02;MXF-GC CustomSlave-wrapped MPEG-PES AudioStream-3 SID;Identifier for MXF-GC, CustomSlave-wrapped MPEG-PES with AudioStream-3 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.43.7F;02;MXF-GC CustomUnconstrained-wrapped MPEG-PES AudioStream-3 SID;Identifier for MXF-GC, CustomUnconstrained-wrapped MPEG-PES with AudioStream-3 SID value;SMPTE ST 381;;
Node;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.44.00;02;MXF-GC MPEG PES AudioStream-4 SID;Identifiers for MXF mappings of MPEG PES with a AudioStream-4 SID value as defined in ISO/IEC 13818-1 (MPEG-2 Systems);;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.44.01;02;MXF-GC Frame-wrapped MPEG-PES AudioStream-4 SID;Identifier for MXF-GC, Frame-wrapped MPEG-PES with AudioStream-4 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.44.02;02;MXF-GC Clip-wrapped MPEG-PES AudioStream-4 SID;Identifier for MXF-GC, Clip-wrapped MPEG-PES with AudioStream-4 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.44.03;02;MXF-GC CustomStripe-wrapped MPEG-PES AudioStream-4 SID;Identifier for MXF-GC, CustomStripe-wrapped MPEG-PES with AudioStream-4 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.44.04;02;MXF-GC CustomPES-wrapped MPEG-PES AudioStream-4 SID;Identifier for MXF-GC, CustomPES-wrapped MPEG-PES with AudioStream-4 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.44.05;02;MXF-GC CustomFixedAudioSize-wrapped MPEG-PES AudioStream-4 SID;Identifier for MXF-GC, CustomFixedAudioSize-wrapped MPEG-PES with AudioStream-4 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.44.06;02;MXF-GC CustomSplice MPEG-PES AudioStream-4 SID;Identifier for MXF-GC, CustomSplice MPEG-PES with AudioStream-4 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.44.07;02;MXF-GC CustomClosedGOP-wrapped MPEG-PES AudioStream-4 SID;Identifier for MXF-GC, CustomClosedGOP-wrapped MPEG-PES with AudioStream-4 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.44.08;02;MXF-GC CustomSlave-wrapped MPEG-PES AudioStream-4 SID;Identifier for MXF-GC, CustomSlave-wrapped MPEG-PES with AudioStream-4 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.44.7F;02;MXF-GC CustomUnconstrained-wrapped MPEG-PES AudioStream-4 SID;Identifier for MXF-GC, CustomUnconstrained-wrapped MPEG-PES with AudioStream-4 SID value;SMPTE ST 381;;
Node;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.45.00;02;MXF-GC MPEG PES AudioStream-5 SID;Identifiers for MXF mappings of MPEG PES with a AudioStream-5 SID value as defined in ISO/IEC 13818-1 (MPEG-2 Systems);;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.45.01;02;MXF-GC Frame-wrapped MPEG-PES AudioStream-5 SID;Identifier for MXF-GC, Frame-wrapped MPEG-PES with AudioStream-5 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.45.02;02;MXF-GC Clip-wrapped MPEG-PES AudioStream-5 SID;Identifier for MXF-GC, Clip-wrapped MPEG-PES with AudioStream-5 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.45.03;02;MXF-GC CustomStripe-wrapped MPEG-PES AudioStream-5 SID;Identifier for MXF-GC, CustomStripe-wrapped MPEG-PES with AudioStream-5 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.45.04;02;MXF-GC CustomPES-wrapped MPEG-PES AudioStream-5 SID;Identifier for MXF-GC, CustomPES-wrapped MPEG-PES with AudioStream-5 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.45.05;02;MXF-GC CustomFixedAudioSize-wrapped MPEG-PES AudioStream-5 SID;Identifier for MXF-GC, CustomFixedAudioSize-wrapped MPEG-PES with AudioStream-5 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.45.06;02;MXF-GC CustomSplice MPEG-PES AudioStream-5 SID;Identifier for MXF-GC, CustomSplice MPEG-PES with AudioStream-5 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.45.07;02;MXF-GC CustomClosedGOP-wrapped MPEG-PES AudioStream-5 SID;Identifier for MXF-GC, CustomClosedGOP-wrapped MPEG-PES with AudioStream-5 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.45.08;02;MXF-GC CustomSlave-wrapped MPEG-PES AudioStream-5 SID;Identifier for MXF-GC, CustomSlave-wrapped MPEG-PES with AudioStream-5 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.45.7F;02;MXF-GC CustomUnconstrained-wrapped MPEG-PES AudioStream-5 SID;Identifier for MXF-GC, CustomUnconstrained-wrapped MPEG-PES with AudioStream-5 SID value;SMPTE ST 381;;
Node;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.46.00;02;MXF-GC MPEG PES AudioStream-6 SID;Identifiers for MXF mappings of MPEG PES with a AudioStream-6 SID value as defined in ISO/IEC 13818-1 (MPEG-2 Systems);;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.46.01;02;MXF-GC Frame-wrapped MPEG-PES AudioStream-6 SID;Identifier for MXF-GC, Frame-wrapped MPEG-PES with AudioStream-6 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.46.02;02;MXF-GC Clip-wrapped MPEG-PES AudioStream-6 SID;Identifier for MXF-GC, Clip-wrapped MPEG-PES with AudioStream-6 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.46.03;02;MXF-GC CustomStripe-wrapped MPEG-PES AudioStream-6 SID;Identifier for MXF-GC, CustomStripe-wrapped MPEG-PES with AudioStream-6 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.46.04;02;MXF-GC CustomPES-wrapped MPEG-PES AudioStream-6 SID;Identifier for MXF-GC, CustomPES-wrapped MPEG-PES with AudioStream-6 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.46.05;02;MXF-GC CustomFixedAudioSize-wrapped MPEG-PES AudioStream-6 SID;Identifier for MXF-GC, CustomFixedAudioSize-wrapped MPEG-PES with AudioStream-6 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.46.06;02;MXF-GC CustomSplice MPEG-PES AudioStream-6 SID;Identifier for MXF-GC, CustomSplice MPEG-PES with AudioStream-6 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.46.07;02;MXF-GC CustomClosedGOP-wrapped MPEG-PES AudioStream-6 SID;Identifier for MXF-GC, CustomClosedGOP-wrapped MPEG-PES with AudioStream-6 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.46.08;02;MXF-GC CustomSlave-wrapped MPEG-PES AudioStream-6 SID;Identifier for MXF-GC, CustomSlave-wrapped MPEG-PES with AudioStream-6 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.46.7F;02;MXF-GC CustomUnconstrained-wrapped MPEG-PES AudioStream-6 SID;Identifier for MXF-GC, CustomUnconstrained-wrapped MPEG-PES with AudioStream-6 SID value;SMPTE ST 381;;
Node;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.47.00;02;MXF-GC MPEG PES AudioStream-7 SID;Identifiers for MXF mappings of MPEG PES with a AudioStream-7 SID value as defined in ISO/IEC 13818-1 (MPEG-2 Systems);;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.47.01;02;MXF-GC Frame-wrapped MPEG-PES AudioStream-7 SID;Identifier for MXF-GC, Frame-wrapped MPEG-PES with AudioStream-7 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.47.02;02;MXF-GC Clip-wrapped MPEG-PES AudioStream-7 SID;Identifier for MXF-GC, Clip-wrapped MPEG-PES with AudioStream-7 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.47.03;02;MXF-GC CustomStripe-wrapped MPEG-PES AudioStream-7 SID;Identifier for MXF-GC, CustomStripe-wrapped MPEG-PES with AudioStream-7 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.47.04;02;MXF-GC CustomPES-wrapped MPEG-PES AudioStream-7 SID;Identifier for MXF-GC, CustomPES-wrapped MPEG-PES with AudioStream-7 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.47.05;02;MXF-GC CustomFixedAudioSize-wrapped MPEG-PES AudioStream-7 SID;Identifier for MXF-GC, CustomFixedAudioSize-wrapped MPEG-PES with AudioStream-7 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.47.06;02;MXF-GC CustomSplice MPEG-PES AudioStream-7 SID;Identifier for MXF-GC, CustomSplice MPEG-PES with AudioStream-7 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.47.07;02;MXF-GC CustomClosedGOP-wrapped MPEG-PES AudioStream-7 SID;Identifier for MXF-GC, CustomClosedGOP-wrapped MPEG-PES with AudioStream-7 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.47.08;02;MXF-GC CustomSlave-wrapped MPEG-PES AudioStream-7 SID;Identifier for MXF-GC, CustomSlave-wrapped MPEG-PES with AudioStream-7 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.47.7F;02;MXF-GC CustomUnconstrained-wrapped MPEG-PES AudioStream-7 SID;Identifier for MXF-GC, CustomUnconstrained-wrapped MPEG-PES with AudioStream-7 SID value;SMPTE ST 381;;
Node;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.48.00;02;MXF-GC MPEG PES AudioStream-8 SID;Identifiers for MXF mappings of MPEG PES with a AudioStream-8 SID value as defined in ISO/IEC 13818-1 (MPEG-2 Systems);;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.48.01;02;MXF-GC Frame-wrapped MPEG-PES AudioStream-8 SID;Identifier for MXF-GC, Frame-wrapped MPEG-PES with AudioStream-8 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.48.02;02;MXF-GC Clip-wrapped MPEG-PES AudioStream-8 SID;Identifier for MXF-GC, Clip-wrapped MPEG-PES with AudioStream-8 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.48.03;02;MXF-GC CustomStripe-wrapped MPEG-PES AudioStream-8 SID;Identifier for MXF-GC, CustomStripe-wrapped MPEG-PES with AudioStream-8 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.48.04;02;MXF-GC CustomPES-wrapped MPEG-PES AudioStream-8 SID;Identifier for MXF-GC, CustomPES-wrapped MPEG-PES with AudioStream-8 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.48.05;02;MXF-GC CustomFixedAudioSize-wrapped MPEG-PES AudioStream-8 SID;Identifier for MXF-GC, CustomFixedAudioSize-wrapped MPEG-PES with AudioStream-8 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.48.06;02;MXF-GC CustomSplice MPEG-PES AudioStream-8 SID;Identifier for MXF-GC, CustomSplice MPEG-PES with AudioStream-8 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.48.07;02;MXF-GC CustomClosedGOP-wrapped MPEG-PES AudioStream-8 SID;Identifier for MXF-GC, CustomClosedGOP-wrapped MPEG-PES with AudioStream-8 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.48.08;02;MXF-GC CustomSlave-wrapped MPEG-PES AudioStream-8 SID;Identifier for MXF-GC, CustomSlave-wrapped MPEG-PES with AudioStream-8 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.48.7F;02;MXF-GC CustomUnconstrained-wrapped MPEG-PES AudioStream-8 SID;Identifier for MXF-GC, CustomUnconstrained-wrapped MPEG-PES with AudioStream-8 SID value;SMPTE ST 381;;
Node;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.49.00;02;MXF-GC MPEG PES AudioStream-9 SID;Identifiers for MXF mappings of MPEG PES with a AudioStream-9 SID value as defined in ISO/IEC 13818-1 (MPEG-2 Systems);;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.49.01;02;MXF-GC Frame-wrapped MPEG-PES AudioStream-9 SID;Identifier for MXF-GC, Frame-wrapped MPEG-PES with AudioStream-9 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.49.02;02;MXF-GC Clip-wrapped MPEG-PES AudioStream-9 SID;Identifier for MXF-GC, Clip-wrapped MPEG-PES with AudioStream-9 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.49.03;02;MXF-GC CustomStripe-wrapped MPEG-PES AudioStream-9 SID;Identifier for MXF-GC, CustomStripe-wrapped MPEG-PES with AudioStream-9 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.49.04;02;MXF-GC CustomPES-wrapped MPEG-PES AudioStream-9 SID;Identifier for MXF-GC, CustomPES-wrapped MPEG-PES with AudioStream-9 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.49.05;02;MXF-GC CustomFixedAudioSize-wrapped MPEG-PES AudioStream-9 SID;Identifier for MXF-GC, CustomFixedAudioSize-wrapped MPEG-PES with AudioStream-9 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.49.06;02;MXF-GC CustomSplice MPEG-PES AudioStream-9 SID;Identifier for MXF-GC, CustomSplice MPEG-PES with AudioStream-9 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.49.07;02;MXF-GC CustomClosedGOP-wrapped MPEG-PES AudioStream-9 SID;Identifier for MXF-GC, CustomClosedGOP-wrapped MPEG-PES with AudioStream-9 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.49.08;02;MXF-GC CustomSlave-wrapped MPEG-PES AudioStream-9 SID;Identifier for MXF-GC, CustomSlave-wrapped MPEG-PES with AudioStream-9 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.49.7F;02;MXF-GC CustomUnconstrained-wrapped MPEG-PES AudioStream-9 SID;Identifier for MXF-GC, CustomUnconstrained-wrapped MPEG-PES with AudioStream-9 SID value;SMPTE ST 381;;
Node;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.4A.00;02;MXF-GC MPEG PES AudioStream-10 SID;Identifiers for MXF mappings of MPEG PES with a AudioStream-10 SID value as defined in ISO/IEC 13818-1 (MPEG-2 Systems);;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.4A.01;02;MXF-GC Frame-wrapped MPEG-PES AudioStream-10 SID;Identifier for MXF-GC, Frame-wrapped MPEG-PES with AudioStream-10 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.4A.02;02;MXF-GC Clip-wrapped MPEG-PES AudioStream-10 SID;Identifier for MXF-GC, Clip-wrapped MPEG-PES with AudioStream-10 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.4A.03;02;MXF-GC CustomStripe-wrapped MPEG-PES AudioStream-10 SID;Identifier for MXF-GC, CustomStripe-wrapped MPEG-PES with AudioStream-10 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.4A.04;02;MXF-GC CustomPES-wrapped MPEG-PES AudioStream-10 SID;Identifier for MXF-GC, CustomPES-wrapped MPEG-PES with AudioStream-10 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.4A.05;02;MXF-GC CustomFixedAudioSize-wrapped MPEG-PES AudioStream-10 SID;Identifier for MXF-GC, CustomFixedAudioSize-wrapped MPEG-PES with AudioStream-10 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.4A.06;02;MXF-GC CustomSplice MPEG-PES AudioStream-10 SID;Identifier for MXF-GC, CustomSplice MPEG-PES with AudioStream-10 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.4A.07;02;MXF-GC CustomClosedGOP-wrapped MPEG-PES AudioStream-10 SID;Identifier for MXF-GC, CustomClosedGOP-wrapped MPEG-PES with AudioStream-10 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.4A.08;02;MXF-GC CustomSlave-wrapped MPEG-PES AudioStream-10 SID;Identifier for MXF-GC, CustomSlave-wrapped MPEG-PES with AudioStream-10 SID value;SMPTE ST 381;;
Leaf;06.0E.2B.34.04.01.01.02;0D.01.03.01.02.07.4A.7F;02;MXF-GC CustomUnconstrained-wrapped MPEG-PES AudioStream-10 SID;Identifier for MXF-GC, CustomUnconstrained-wrapped MPEG-PES with AudioStream-10 SID value;SMPTE ST 381;;
